Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2010-01-04,50.105167388916016,50.1370104401179,50.0160126758317,50.05422045041999,1098100
2010-01-05,50.251617431640625,50.308929069355074,50.17519705612261,50.238878273104916,814600
2010-01-06,50.23249053955078,50.296176592082034,50.117862446983665,50.289807015116175,981300
2010-01-07,50.19426727294922,50.2261102893678,50.13058609867423,50.13058609867423,661700
2010-01-08,50.24527359008789,50.283481368135796,50.15611886893083,50.23253442502664,1270000
2010-01-11,50.26436233520508,50.283466218473315,50.200681104788806,50.257992754593516,2237100
2010-01-12,50.45541763305664,50.45541763305664,50.359893345373344,50.378997231196585,702100
2010-01-13,50.340789794921875,50.46178269213082,50.29621244151498,50.40447103427929,460500
2010-01-14,50.46177673339844,50.48725019784681,50.39172592080703,50.42356896600914,777700
2010-01-15,50.49362564086914,50.58278034750598,50.48088647788267,50.531833412694326,745300
2010-01-19,50.46814727783203,50.55730197582047,50.455412974647956,50.525458930010316,782000
2010-01-20,50.589134216308594,50.608238096287636,50.54455687683564,50.58276463679371,417300
2010-01-21,50.64643478393555,50.70375126990775,50.582753578405516,50.62096133001062,647300
2010-01-22,50.62731170654297,50.729205483597056,50.62731170654297,50.690992887920416,403200
2010-01-25,50.557281494140625,50.67827918892083,50.5318080395256,50.67827918892083,692900
2010-01-26,50.67828369140625,50.710121868580174,50.60186332077164,50.68464841170197,494400
2010-01-27,50.608245849609375,50.729243586101276,50.58277238621285,50.71013484462912,597800
2010-01-28,50.62731170654297,50.659154726513044,50.50631406093192,50.50631406093192,696100
2010-01-29,50.691017150878906,50.716490607335146,50.56365472716273,50.58912818361897,469400
2010-02-01,50.657840728759766,50.728110504104144,50.61950865891072,50.72172101350375,437300
2010-02-02,50.68976593017578,50.7089295234964,50.58755847454846,50.645049254510305,573000
2010-02-03,50.657840728759766,50.670614836207235,50.57479197221459,50.61950865891072,444700
2010-02-04,50.753604888916016,50.79832152818496,50.70250363957162,50.70250363957162,428800
2010-02-05,50.8366813659668,50.919725206107564,50.74724803850726,50.8366813659668,903800
2010-02-08,50.84306716918945,50.86862024531163,50.76002332710558,50.86862024531163,411100
2010-02-09,50.740840911865234,50.84304830468057,50.70251374877812,50.81111062669102,691600
2010-02-10,50.62587356567383,50.76002356061919,50.581156900692044,50.753634073121525,453700
2010-02-11,50.54283142089844,50.600322189055674,50.44700860021858,50.58754808738222,505300
2010-02-12,50.613101959228516,50.71530939547445,50.593933495790665,50.65142913860184,387900
2010-02-16,50.67697525024414,50.708912937414816,50.5683783411129,50.59392654134923,1246100
2010-02-17,50.56202697753906,50.67062396855157,50.49175718952999,50.657849858801825,660100
2010-02-18,50.49171829223633,50.61947878632771,50.42783804519063,50.61947878632771,510600
2010-02-19,50.49171829223633,50.49171829223633,50.389505997962864,50.472554705497664,509300
2010-02-22,50.47257995605469,50.52368125500607,50.42786327337667,50.52368125500607,484700
2010-02-23,50.664222717285156,50.67061220755408,50.53007266415612,50.549236261209835,516000
2010-02-24,50.728084564208984,50.76641174070605,50.664199438379455,50.71530558954275,378600
2010-02-25,50.79834747314453,50.798347473144524,50.7089141489291,50.798347473144524,858200
2010-02-26,50.855865478515625,50.92613524612905,50.791985200799644,50.791985200799644,936200
2010-03-01,50.90966796875,50.95451646185943,50.845599391182134,50.95451646185943,565000
2010-03-02,50.948097229003906,50.960913874644746,50.87121690763121,50.90324874549714,709800
2010-03-03,50.954505920410156,50.96091424327694,50.877625598481345,50.93528583992796,731900
2010-03-04,50.99295425415039,51.0057709019381,50.8968538363371,50.941702327356275,461200
2010-03-05,50.91606903076172,50.928880789200285,50.81996373405788,50.91606903076172,900200
2010-03-08,50.83283615112305,50.85206114389968,50.80721260366943,50.83283615112305,720200
2010-03-09,50.86479187011719,50.88401194414445,50.80713164803541,50.86479187011719,577300
2010-03-10,50.826393127441406,50.826393127441406,50.743099554646754,50.80076471182155,1147900
2010-03-11,50.81998825073242,50.839208341721694,50.762327977764606,50.80076815974315,337600
2010-03-12,50.839195251464844,50.890452072985646,50.749498257863216,50.76871834390363,554900
2010-03-15,50.90966796875,50.916076292942535,50.845599391182134,50.89685620848409,459600
2010-03-16,50.99936294555664,50.99936294555664,50.86481747152956,50.88403755523073,523800
2010-03-17,51.01217269897461,51.01217269897462,50.96732421369367,50.99294772975282,380500
2010-03-18,50.922462463378906,51.03778780807658,50.896834065877535,51.02497116526739,594000
2010-03-19,50.96088409423828,51.00573255153661,50.91603563693995,50.96088409423828,341300
2010-03-22,51.01217269897461,51.01857613393026,50.96732421369367,50.98013597172325,484000
2010-03-23,51.01217269897461,51.0634246192112,50.98654429479718,51.03139278007812,538700
2010-03-24,50.7558708190918,50.91604460739334,50.704614033687434,50.85197606969594,654000
2010-03-25,50.5957145690918,50.74948009048945,50.51242104190815,50.7366683337554,998900
2010-03-26,50.70460891723633,50.730237307352425,50.582875286213785,50.63413206644597,863200
2010-03-29,50.5957145690918,50.73026001132947,50.5957145690918,50.691819853009505,853200
2010-03-30,50.6982307434082,50.704639066776586,50.60213033347499,50.672602338053174,465600
2010-03-31,50.743099212646484,50.79435604354074,50.69825070764412,50.762324190322154,463000
2010-04-01,50.72700119018555,50.75913732164665,50.669157134212625,50.75913732164665,605200
2010-04-05,50.431400299072266,50.572791524444604,50.386412627661834,50.566363313303555,817000
2010-04-06,50.46993637084961,50.50849581324999,50.45065664964942,50.46993637084961,487900
2010-04-07,50.66276168823242,50.69489293407613,50.51494226682998,50.51494226682998,526900
2010-04-08,50.63704299926758,50.75915445609786,50.624186581029186,50.75272624697866,669600
2010-04-09,50.73345947265625,50.75916741240811,50.6370559244088,50.68204359315252,338100
2010-04-12,50.784820556640625,50.829808181187424,50.7269814264876,50.73340963093238,606500
2010-04-13,50.8876953125,50.90054682899045,50.8169997135838,50.8876953125,464600
2010-04-14,50.84912872314453,50.93267582682548,50.81699258149743,50.8941163794784,605000
2010-04-15,50.9262580871582,50.94553781479523,50.75273563513712,50.829854545685244,712200
2010-04-16,51.035484313964844,51.041907616739415,50.93265263015702,50.97121205994268,481900
2010-04-19,50.97125244140625,51.06765599552969,50.939121192224064,51.06765599552969,436600
2010-04-20,51.022647857666016,51.022647857666016,50.95195227321904,51.016219649092704,391100
2010-04-21,51.06119155883789,51.093327688509426,51.003352409371075,51.029060332451316,704900
2010-04-22,51.02906799316406,51.151174517020166,51.00336006622443,51.09333535887028,476400
2010-04-23,50.99055480957031,51.00983945158745,50.913435854664236,50.99055480957031,533300
2010-04-26,50.964839935302734,51.06123860656898,50.951983510274246,51.06123860656898,447200
2010-04-27,51.151187896728516,51.18975224886815,51.02908134093278,51.06121258054766,598500
2010-04-28,51.119022369384766,51.15115358744786,51.04189862012269,51.13187387595326,733100
2010-04-29,51.138328552246094,51.196172619956116,51.086912692789674,51.1447567604997,689300
2010-04-30,51.2861328125,51.318264037729115,51.15759320172916,51.2090090460375,516100
2010-05-03,51.258419036865234,51.26486639239602,51.16173329336,51.21329738393235,533800
2010-05-04,51.406707763671875,51.43249228247806,51.32291176597234,51.380923244865684,468400
2010-05-05,51.43246841430664,51.56138603061691,51.40668390746622,51.484037427987474,504900
2010-05-06,51.63230895996094,52.43160925997935,50.83945601821903,51.445374913089296,1561600
2010-05-07,51.50337600708008,51.89658114099124,51.50337600708008,51.658078134521396,767500
2010-05-10,51.44538879394531,51.56141668476185,51.38092994746829,51.38737730748442,517000
2010-05-11,51.516265869140625,51.52271322551092,51.39379560545691,51.50982343066231,568700
2010-05-12,51.374488830566406,51.52919598238523,51.36804638766213,51.50985881788172,2226900
2010-05-13,51.47113800048828,51.53559680273852,51.38089469375967,51.53559680273852,413300
2010-05-14,51.64518737792969,51.73543069374757,51.548496705869994,51.59361836377894,698500
2010-05-17,51.65164566040039,51.81279519063514,51.612971346869934,51.709662048589465,380900
2010-05-18,51.84504318237305,51.877275065598184,51.600097590704685,51.71612548526231,753200
2010-05-19,51.85793685913086,51.91595326969142,51.77414084153814,51.78703064505422,459400
2010-05-20,51.94813919067383,52.01904534872406,51.825668941407294,51.9868184064503,801300
2010-05-21,52.01906967163086,52.199561287901474,51.95461083905249,52.15443961330724,997400
2010-05-24,52.01262664794922,52.06419076269778,51.98039477307444,52.019069088609264,836400
2010-05-25,52.025482177734375,52.17374181944796,51.890117244634354,52.09638832143778,1072100
2010-05-26,51.96099853515625,51.96744588637923,51.80629653102095,51.94166139937534,700200
2010-05-27,51.76120376586914,51.83210991518905,51.68385026173175,51.83210991518905,870700
2010-05-28,51.86433792114258,51.890122423052496,51.76120483139381,51.793431770363036,511900
2010-06-01,51.90571212768555,51.96390495388496,51.815194338352725,51.88631616323559,595400
2010-06-02,51.86049270629883,51.93161458531566,51.81523377718388,51.886355656200706,2665400
2010-06-03,51.80227279663086,51.84753169781231,51.724683994812544,51.724683994812544,1188600
2010-06-04,51.94450759887695,52.0285633610249,51.87985273535153,51.93157859931182,2046300
2010-06-07,52.10615539550781,52.11908932995116,51.9251197761063,51.9251197761063,472900
2010-06-08,52.086761474609375,52.13848734871516,52.04796953545548,52.04796953545548,538700
2010-06-09,52.086761474609375,52.10615744418633,51.9574517221958,52.02210659840259,446300
2010-06-10,51.87336349487305,52.01560214688611,51.853962606426116,51.957414280087214,845800
2010-06-11,51.95747375488281,52.02859562872493,51.87988491082241,51.944539814446266,621300
2010-06-14,51.97041702270508,51.98335096669058,51.854036191107056,51.91869604532597,539600
2010-06-15,51.87986755371094,52.028578221860286,51.8540046143436,52.00918225054761,808100
2010-06-16,52.00272750854492,52.009194478119994,51.91220966590379,51.957468587224355,662000
2010-06-17,52.14497756958008,52.19023649639256,52.02212979700917,52.02859676736897,785200
2010-06-18,52.125614166259766,52.177335162901045,52.09975120151106,52.15793917255355,902100
2010-06-21,52.13846206665039,52.16432499116228,52.0220813727711,52.0220813727711,624500
2010-06-22,52.26132583618164,52.28718876866665,52.13847814009032,52.177270072392844,496900
2010-06-23,52.39065933227539,52.43591825144294,52.25488257477274,52.30660846320772,583500
2010-06-24,52.31956481933594,52.44887960802366,52.26783890386084,52.442412635375575,451400
2010-06-25,52.38418960571289,52.42944852249819,52.306605709996354,52.319534714998454,449400
2010-06-28,52.481178283691406,52.5199751672666,52.41005641879793,52.44238633296854,1230200
2010-06-29,52.604007720947266,52.6104746881,52.49409394360385,52.49409394360385,1188300
2010-06-30,52.616905212402344,52.66216408966667,52.51992542744142,52.62983913896224,1286700
2010-07-01,52.64225387573242,52.73302716296861,52.59038201251941,52.687640519350516,1631400
2010-07-02,52.60979461669922,52.668151657236294,52.53847209313699,52.622765046493925,640400
2010-07-06,52.739505767822266,52.752476206601884,52.596865568657435,52.609831060664064,787900
2010-07-07,52.67464065551758,52.76541389204682,52.655189954371366,52.75893362284501,588100
2010-07-08,52.63576889038086,52.68115553420094,52.538510383116936,52.590382246560786,619500
2010-07-09,52.577396392822266,52.59685204598963,52.519044273635316,52.59036682826718,582400
2010-07-12,52.59680938720703,52.65516145906738,52.5579030591991,52.60977486536454,425700
2010-07-13,52.50608825683594,52.564440386549364,52.46718189025438,52.564440386549364,514100
2010-07-14,52.64225387573242,52.668189807338926,52.52554465688973,52.57741157332959,795800
2010-07-15,52.694091796875,52.77838476490662,52.629254476922505,52.674641095566294,2924400
2010-07-16,52.869178771972656,52.89511469949672,52.7070829350265,52.765435061876374,350800
2010-07-19,52.810821533203125,52.91456524297499,52.80434126142165,52.89511453408585,455600
2010-07-20,52.804298400878906,52.92748777277638,52.804298400878906,52.90155186638525,2581000
2010-07-21,52.99235916137695,53.031260568977785,52.83674363743149,52.83674363743149,791100
2010-07-22,52.93400192260742,52.9858737637456,52.9015807852033,52.9858737637456,473900
2010-07-23,52.84324264526367,52.94050113641924,52.8108214992877,52.93401591786958,713500
2010-07-26,52.869178771972656,52.88214426234851,52.77840549902459,52.85620833482444,570400
2010-07-27,52.84324264526367,52.88214406301696,52.77192008153441,52.77192008153441,815500
2010-07-28,52.93400192260742,52.95345262634148,52.810807536597004,52.810807536597004,513600
2010-07-29,52.99235916137695,53.00532464832021,52.86916477494623,52.934002103204634,507100
2010-07-30,53.07014846801758,53.1414709949786,53.037732285525166,53.12202029612919,1510600
2010-08-02,53.0584602355957,53.077966229078584,52.99994225514704,53.06496388703417,2218700
2010-08-03,53.20150375366211,53.20800740423892,53.05845320596346,53.15598812128816,1232500
2010-08-04,53.097496032714844,53.18202368809171,53.0714863785602,53.16901638059725,1559400
2010-08-05,53.18201446533203,53.18851811795141,53.110489169019175,53.15600481568796,753400
2010-08-06,53.33805847167969,53.33805847167968,53.20801520606657,53.266533187342695,2527100
2010-08-09,53.27302932739258,53.31854496002274,53.22751369476242,53.30554261962779,427000
