Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2010-01-04,85.5156478881836,85.56092036689142,84.1423270504128,84.79125944422042,118944600
2010-01-05,85.74200439453125,85.77973529294883,85.15343922354873,85.46281647117776,111579900
2010-01-06,85.8023910522461,86.0136703148335,85.59111178965868,85.65902051394973,116074400
2010-01-07,86.16456604003906,86.27020564418144,85.40244681850331,85.64390959324685,131091100
2010-01-08,86.4512710571289,86.48900194124091,85.76461387030255,85.93816212059866,126402800
2010-01-11,86.572021484375,86.87384558606472,86.20227717303138,86.83612045181637,106375700
2010-01-12,85.76464080810547,86.17965187906512,85.43262734579659,85.99855624368139,163333500
2010-01-13,86.48902893066406,86.73049169632677,85.5458141027744,85.9834614076511,161822000
2010-01-14,86.72293853759766,86.88139792720277,86.33810530174176,86.39092509827681,115718800
2010-01-15,85.74955749511719,86.65504154879478,85.41754398886937,86.57204392916005,212283100
2010-01-19,86.82103729248047,86.873857092965,85.7118157253788,85.73445771723772,139172700
2010-01-20,85.93818664550781,86.3607450349131,85.25152926272423,86.23246920340453,216490200
2010-01-21,84.28567504882812,86.22492451231659,84.18003544824326,85.96082551085443,344859600
2010-01-22,82.40678405761719,84.31584975507488,82.31623337080455,83.90838029980681,345942400
2010-01-25,82.82933807373047,83.31226928782392,82.55769754138339,83.16135148438049,186937500
2010-01-26,82.48225402832031,83.3575602113673,82.27852214470867,82.50489026461862,211168800
2010-01-27,82.8746337890625,83.06327676549745,81.74277593045284,82.3766135679494,271863600
2010-01-28,81.92387390136719,83.19155496927125,81.4258594230443,83.14628249585834,316104000
2010-01-29,81.0334701538086,82.8519910676185,80.90519432153626,82.2785148522066,310677600
2010-02-01,82.29360961914062,82.30115695008445,81.11647929667978,81.60695218334737,187865000
2010-02-02,83.28964233398438,83.44810173850887,82.1577845100152,82.44452550985375,216327900
2010-02-03,82.8746337890625,83.36510667917872,82.63317100950285,82.91235893019343,172730700
2010-02-04,80.31664276123047,82.2709814107224,80.30154809786997,82.23325626617574,356715700
2010-02-05,80.48265075683594,80.64865175786835,78.91313964494177,80.4071889527252,493585800
2010-02-08,79.90161895751953,80.9882043483434,79.8412518231567,80.54300392857598,224166900
2010-02-09,80.90520477294922,81.60695691128649,80.1883579718498,80.83729030437358,337820500
2010-02-10,80.74675750732422,81.19195225804681,80.067641504001,80.77694108046391,240511500
2010-02-11,81.59184265136719,81.68239333541008,80.17324980958264,80.6410863750824,223591600
2010-02-12,81.52396392822266,81.56923640842564,80.36946962762426,80.7316609831037,304622100
2010-02-16,82.80670928955078,82.88971264967807,81.3579327877534,82.1426881654585,159317500
2010-02-17,83.19908142089844,83.31226833295236,82.80670089336826,83.20662299329001,168845100
2010-02-18,83.68958282470703,83.8631311598766,83.03310311581065,83.06328668647653,193708600
2010-02-19,83.86310577392578,84.18757186420665,83.2745407164223,83.47073098789869,222684900
2010-02-22,83.87822723388672,84.19514609581564,83.62921708940218,84.17250985666752,132346900
2010-02-23,82.85954284667969,83.9083973821875,82.64071629336068,83.65184568604407,207497000
2010-02-24,83.62163543701172,83.75745857308291,82.89724729694039,83.10852645151222,176350700
2010-02-25,83.50847625732422,83.56884339493791,82.20307000875877,82.42943813941949,259634700
2010-02-26,83.56129455566406,83.84803557569143,83.08591630862021,83.58393079262896,173589300
2010-03-01,84.42903900146484,84.5120423607661,83.88574637946604,83.90838261256165,147709700
2010-03-02,84.6629638671875,85.07043337915754,84.5120517917586,84.7912454639214,160992400
2010-03-03,84.7384262084961,85.24398799706374,84.52714124183525,84.88179095400044,150785000
2010-03-04,84.99501037597656,85.11574468878615,84.53472088301561,84.85163981874742,135770400
2010-03-05,86.20984649658203,86.27775520970943,85.3420875905264,85.54582524376298,176118800
2010-03-08,86.22492218017578,86.41356514139312,86.07401011397243,86.21738060671403,114631200
2010-03-09,86.36831665039062,86.76823891808915,85.92312190164787,85.96839438269211,154556700
2010-03-10,86.75313568115234,86.98705113714928,86.33057724272511,86.40603328431183,186088800
2010-03-11,87.11532592773438,87.13796792117024,86.2852979664861,86.54939698730234,160791100
2010-03-12,87.12288665771484,87.50772000833258,86.88142383627245,87.49262534372056,162074800
2010-03-15,87.1455078125,87.20587494664277,86.4739392767103,86.971959497998,146816800
2010-03-16,87.83970642089844,87.922704022923,87.14549598631875,87.38695873319507,168673000
2010-03-17,88.36035919189453,88.64710016864532,87.84725012273252,88.10380753577658,177468100
2010-03-18,88.31507110595703,88.48861937042038,87.96042149128178,88.3678908938709,196509100
2010-03-19,87.86808013916016,88.86821670678637,87.52712094389791,87.86808013916016,226641100
2010-03-22,88.33782958984375,88.49694733480497,87.3149636588093,87.36800098025155,184477800
2010-03-23,88.9591293334961,89.03489610732306,88.17871479923883,88.46663663266933,182941600
2010-03-24,88.52722930908203,88.97426301451003,87.572557740005,88.62573129840733,196072600
2010-03-25,88.38328552246094,89.53495543707741,88.27721089008708,89.12580794907798,223396300
2010-03-26,88.33023834228516,88.96668606545512,87.98170662045875,88.54996599356048,205808500
2010-03-29,88.89095306396484,89.05006505518452,88.41361709030583,88.77729999005496,134513500
2010-03-30,88.95154571533203,89.27734802628872,88.58028449886686,88.99700462084051,145772500
2010-03-31,88.64848327636719,89.04247399189403,88.3529887945634,88.61059699690121,161078700
2010-04-01,89.25459289550781,89.59554614999908,88.72421410108193,89.25459289550781,161215200
2010-04-05,89.98197174072266,90.0425816755806,89.34551828933553,89.59555378026022,105847600
2010-04-06,90.19412994384766,90.35324187737709,89.62587056097107,89.72436677297499,110384200
2010-04-07,89.67890930175781,90.43658849100508,89.26218343541842,90.01228999482932,184576300
2010-04-08,89.98957824707031,90.1411175928455,89.1030947516666,89.36828138097947,158704000
2010-04-09,90.5805892944336,90.61846980220514,90.01232965213637,90.17901429147598,133006500
2010-04-12,90.7245101928711,90.95939468710237,90.58812769902623,90.69420232972404,110279000
2010-04-13,90.79268646240234,90.95179837713633,90.16381143228747,90.63357454766835,125043600
2010-04-14,91.8231430053711,91.8231430053711,90.98211864092619,91.12607375638272,161609000
2010-04-15,91.89893341064453,92.1110827137976,91.6413194135051,91.67162728261768,144615300
2010-04-16,90.43657684326172,91.89889772139526,89.9743921348971,91.57309548075516,366786700
2010-04-19,90.77753448486328,90.86845806126016,89.76224722794662,90.17139465078307,217947800
2010-04-20,91.58826446533203,91.66403701385165,90.82301259486174,91.34580733971725,157708000
2010-04-21,91.42158508300781,91.85346204319413,90.91393556999633,91.64130698817146,192910100
2010-04-22,91.69436645507812,91.80801953113404,90.25478009382175,90.77757499466205,115360300
2010-04-23,92.29290771484375,92.33079398964746,91.39884596743512,91.63373046607705,177335500
2010-04-26,91.94441223144531,92.52782872207032,91.85349438505736,92.32325200642501,143457300
2010-04-27,89.76984405517578,91.9368014878655,89.59557527648666,91.4140067130665,355853300
2010-04-28,90.45173645019531,90.67904251148,89.61071211632851,90.20170671954207,300674100
2010-04-29,91.57311248779297,91.76253229588775,90.97454520053739,90.99727465260736,193775000
2010-04-30,90.01985931396484,91.68675693738467,89.9971298640247,91.58825494679976,270000900
2010-05-03,91.1866683959961,91.43670385856343,90.315336371694,90.45171882576417,182747900
2010-05-04,89.04244232177734,90.18653934323514,88.58783603305062,90.17138830521837,360353400
2010-05-05,88.51207733154297,89.25460543581175,87.86805121555562,88.31507913561319,328973200
2010-05-06,85.57231140136719,88.64848784782176,79.55633524804516,88.08780672274665,647356600
2010-05-07,84.29939270019531,86.20116340435202,82.89768728162322,85.34498795596953,637558800
2010-05-10,88.01202392578125,88.3832851374726,87.06492486897301,87.74683156536783,396159600
2010-05-11,87.76197052001953,88.92121860464071,87.06490714347555,87.18613279213713,317849800
2010-05-12,88.98941802978516,89.1182278846089,87.95897387499585,88.11051318048453,235607100
2010-05-13,87.88326263427734,89.1637431166127,87.80749582398278,88.74701698903696,234452500
2010-05-14,86.2920913696289,87.38315136534624,85.51926105975184,87.22403941274314,345601400
2010-05-17,86.3375473022461,86.76942423890371,84.68580632367885,86.52696711272108,325739800
2010-05-18,85.16313171386719,87.29978653756028,84.88278836676854,87.04217263848506,360556800
2010-05-19,84.67825317382812,85.44350522213945,83.61750083501184,84.68582580593285,394742700
2010-05-20,81.48081970214844,83.26136461883104,81.42778239077946,82.87494661849507,530418300
2010-05-21,82.6703872680664,82.87495813158505,79.82908994865427,80.24581586775506,500909400
2010-05-24,81.60961151123047,82.88251257343008,81.53384476075136,82.22332970493353,269823000
2010-05-25,81.6929702758789,81.7308565477442,79.08655200477737,79.63966035858986,396505200
2010-05-26,81.20050811767578,82.94317322606297,80.95805091639576,82.19307216282722,349719300
2010-05-27,83.92057037353516,83.95087824263747,82.42036264646228,82.7310139692849,300870500
2010-05-28,82.86740112304688,83.89026719474028,82.47340458332323,83.8296514531466,297933500
2010-06-01,81.47322845458984,83.30681039373641,81.3520028108329,82.09452505300449,277909400
2010-06-02,83.5947494506836,83.60232208080204,81.45809428864696,81.88997121137882,240243700
2010-06-03,83.88265991210938,84.14784646451875,83.02648453414957,83.83720101187728,226618300
2010-06-04,80.9352798461914,82.83705597323436,80.66251491240705,82.29152610566564,398475600
2010-06-07,79.92755889892578,81.5338405163749,79.86694897007716,81.22318934075972,264609100
2010-06-08,80.78376007080078,80.94287201244506,79.29113109075165,79.98819458194573,357774300
2010-06-09,80.35188293457031,82.04150434416479,80.0109238199851,81.25351726814826,268023300
2010-06-10,82.70069885253906,82.79919508301349,80.34431570721297,81.72329183702718,317890600
2010-06-11,83.10223388671875,83.15527118609052,81.92025648321531,81.97329378258708,214128200
2010-06-14,82.97344970703125,84.19331366525776,82.89010453368905,83.73870152679726,207196100
2010-06-15,84.860107421875,84.93587421880304,83.4129367438145,83.55689770442301,238268700
2010-06-16,84.82975769042969,85.1782894088356,84.25391991276057,84.42061025213583,216374000
2010-06-17,84.96613311767578,85.11009399530262,84.14026568012395,85.0722077283589,263185800
2010-06-18,85.05826568603516,85.36277464600781,84.78420297555088,85.13439292602831,174006600
2010-06-21,84.81465148925781,86.17734471016378,84.34265332800453,86.11644640559551,213140700
2010-06-22,83.41389465332031,85.18768791624774,83.29209222332126,84.81466035119651,239355400
2010-06-23,83.15505981445312,83.76408357306757,82.58409677367537,83.46718325651403,254639900
2010-06-24,81.77716064453125,82.85057432867922,81.56400196323226,82.74399498802973,268523600
2010-06-25,82.11974334716797,82.5384462467377,81.28232593175139,82.02077266636134,238726500
2010-06-28,81.86084747314453,82.4622623823213,81.56394725075955,82.24148937960062,169218600
2010-06-29,79.33343505859375,81.84567553551358,78.8309904480927,80.7113577630601,373649500
